batch	kind	accession	file_level	n_sample_rows	n_papers	dois	file_format	page_url	example_download_url	dest_dir	how	skip_reason
E	GSE	GSE256319	Level 2	1	1	10.1016/j.crmeth.2024.100831	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE256319		data/GSE/GSE256319	python3 download_geo.py	
E	GSE	GSE260777	Level 2	8	1	10.1038/s41467-025-56501-w	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE260777		data/GSE/GSE260777	python3 download_geo.py	
E	GSE	GSE260778	Level 2	2	1	10.1038/s41467-025-56501-w	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE260778		data/GSE/GSE260778	python3 download_geo.py	
E	GSE	GSE260779	Level 2	1	1	10.1038/s41467-025-56501-w	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE260779		data/GSE/GSE260779	python3 download_geo.py	
E	GSE	GSE262762	Level 2	8	1	10.1038/s44321-024-00074-6	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE262762		data/GSE/GSE262762	python3 download_geo.py	
E	GSE	GSE263617	Level 2	24	3	10.1038/s41467-026-70821-5; 10.1038/s41592-024-02316-4; 10.1038/s41592-026-03034-9	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE263617		data/GSE/GSE263617	python3 download_geo.py	
E	GSE	GSE264321	Level 2	5	1	10.1038/s41586-024-07563-1	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE264321		data/GSE/GSE264321	python3 download_geo.py	
E	GSE	GSE264334	Level 2	1	1	10.1038/s41586-024-07563-1	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE264334		data/GSE/GSE264334	python3 download_geo.py	
E	GSE	GSE264393	Level 2	4	1	10.1038/s41586-024-07563-1	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE264393		data/GSE/GSE264393	python3 download_geo.py	
E	GSE	GSE264623	Level 2	4	1	10.1242/dev.204346	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE264623		data/GSE/GSE264623	python3 download_geo.py	
E	GSE	GSE266556	Level 1+2	2	1	10.1038/s41592-024-02415-2	mtx matrix (GEO); FASTQ (mentioned in GEO record)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE266556		data/GSE/GSE266556	python3 download_geo.py	
E	GSE	GSE269906	Level 2	8	1	10.1038/s41467-024-54715-y	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE269906		data/GSE/GSE269906	python3 download_geo.py	
E	GSE	GSE270392	Level 2	8	1	10.1002/advs.202516178	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270392		data/GSE/GSE270392	python3 download_geo.py	
E	GSE	GSE27162	Level 2	8	1	10.1186/s12943-025-02231-y	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27162		data/GSE/GSE27162	python3 download_geo.py	
E	GSE	GSE274058	Level 2	5	1	10.1038/s41467-026-69677-6	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE274058		data/GSE/GSE274058	python3 download_geo.py	
E	GSE	GSE274447	Level 2	3	1	10.1038/s41467-026-69677-6	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE274447		data/GSE/GSE274447	python3 download_geo.py	
E	GSE	GSE274970	Level 2	1	1	10.1242/dev.204346	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE274970		data/GSE/GSE274970	python3 download_geo.py	
E	GSE	GSE275562	Level 2	8	1	10.1038/s41586-024-08453-2	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275562		data/GSE/GSE275562	python3 download_geo.py	
E	GSE	GSE276193	Level 2	8	1	10.1002/advs.202417528	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE276193		data/GSE/GSE276193	python3 download_geo.py	
E	GSE	GSE276866	Level 2	8	1	10.1038/s41564-026-02286-7	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE276866		data/GSE/GSE276866	python3 download_geo.py	
E	GSE	GSE277196	Level 2	1	1	10.1038/s41564-026-02286-7	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE277196		data/GSE/GSE277196	python3 download_geo.py	
E	GSE	GSE277197	Level 2	1	1	10.1038/s41564-026-02286-7	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE277197		data/GSE/GSE277197	python3 download_geo.py	
E	GSE	GSE285362	Level 2	7	1	10.1186/s12916-026-04757-4	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE285362		data/GSE/GSE285362	python3 download_geo.py	
E	GSE	GSE288034	Level 2	8	1	10.7150/ijbs.100941	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE288034		data/GSE/GSE288034	python3 download_geo.py	
E	GSE	GSE291088	Level 2	2	1	10.1038/s41588-026-02624-9	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE291088		data/GSE/GSE291088	python3 download_geo.py	
E	GSE	GSE294759	Level 2	8	1	10.1016/j.isci.2026.115827	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294759		data/GSE/GSE294759	python3 download_geo.py	
E	GSE	GSE296613	Level 2	4	1	10.1038/s41587-025-02866-8	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE296613		data/GSE/GSE296613	python3 download_geo.py	
E	GSE	GSE297068	Level 2	8	1	10.1016/j.cell.2026.03.051	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE297068		data/GSE/GSE297068	python3 download_geo.py	
E	GSE	GSE298021	Level 2	3	1	10.1111/pbi.70351	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE298021		data/GSE/GSE298021	python3 download_geo.py	
E	GSE	GSE29819	Level 2	8	1	10.1371/journal.pone.0349040	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE29819		data/GSE/GSE29819	python3 download_geo.py	
E	GSE	GSE298650	Level 2	5	1	10.1038/s41597-025-05838-4	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE298650		data/GSE/GSE298650	python3 download_geo.py	
E	GSE	GSE300692	Level 2	1	1	10.1038/s41467-025-62593-1	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300692		data/GSE/GSE300692	python3 download_geo.py	
E	GSE	GSE305111	Level 2	7	1	10.1038/s41586-025-10055-5	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE305111		data/GSE/GSE305111	python3 download_geo.py	
E	GSE	GSE307496	Level 2	2	1	10.1186/s40104-025-01340-4	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307496		data/GSE/GSE307496	python3 download_geo.py	
E	GSE	GSE309215	Level 2	2	1	10.1038/s42003-025-09118-0	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE309215		data/GSE/GSE309215	python3 download_geo.py	
E	GSE	GSE327129	Level 2	2	1	10.1038/s41467-026-72156-7	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE327129		data/GSE/GSE327129	python3 download_geo.py	
E	GSE	GSE3289	Level 2	8	1	10.3389/fimmu.2024.1522582	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE3289		data/GSE/GSE3289	python3 download_geo.py	
E	GSE	GSE32894	Level 2	8	1	10.3389/fimmu.2024.1522582	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE32894		data/GSE/GSE32894	python3 download_geo.py	
E	GSE	GSE49711	Level 2	8	1	10.1158/0008-5472.CAN-24-1509	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE49711		data/GSE/GSE49711	python3 download_geo.py	
E	GSE	GSE52529	Level 2	8	1	10.1158/2159-8290.CD-24-0605	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE52529		data/GSE/GSE52529	python3 download_geo.py	
E	GSE	GSE60361	Level 2	8	1	10.1016/j.crmeth.2026.101373	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60361		data/GSE/GSE60361	python3 download_geo.py	
E	GSE	GSE62254	Level 2	8	1	10.1158/2159-8290.CD-24-0605	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE62254		data/GSE/GSE62254	python3 download_geo.py	
E	GSE	GSE63514	Level 2	16	2	10.1002/advs.202203040; 10.1038/s41419-026-08453-2	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE63514		data/GSE/GSE63514	python3 download_geo.py	
E	GSE	GSE71585	Level 2	8	1	10.1038/s41467-023-37168-7	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71585		data/GSE/GSE71585	python3 download_geo.py	
E	GSE	GSE74843	Level 2	8	1	10.1158/2159-8290.CD-25-0778	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE74843		data/GSE/GSE74843	python3 download_geo.py	
E	GSE	GSE84920	Level 2	6	1	10.1038/s41592-025-02658-7	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84920		data/GSE/GSE84920	python3 download_geo.py	
E	GSE	GSE85213	Level 2	4	1	10.1016/j.xcrm.2024.101914	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE85213		data/GSE/GSE85213	python3 download_geo.py	
E	GSE	GSE87038	Level 2	8	1	10.1016/j.patter.2024.101022	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE87038		data/GSE/GSE87038	python3 download_geo.py	
E	GSE	GSE93157	Level 2	8	1	10.1002/advs.202500216	GEO Series supplementary / expression matrices (typical; verify on page)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE93157		data/GSE/GSE93157	python3 download_geo.py	
C	SCP	SCP1039	Level 2	2	2	10.1038/s41467-023-43220-3; 10.1186/s13059-025-03697-1	h5ad/h5/Seurat (Single Cell Portal)	https://singlecell.broadinstitute.org/single_cell/study/SCP1039		data/SCP/SCP1039	login Broad SCP; download h5ad/Seurat from study page	
C	SCP	SCP1162	Level 2	1	1	10.1002/1878-0261.13373	h5ad/h5/Seurat (Single Cell Portal)	https://singlecell.broadinstitute.org/single_cell/study/SCP1162		data/SCP/SCP1162	login Broad SCP; download h5ad/Seurat from study page	
C	SCP	SCP1288	Level 2	1	1	10.1038/s41467-024-54710-3	h5ad/h5/Seurat (Single Cell Portal)	https://singlecell.broadinstitute.org/single_cell/study/SCP1288		data/SCP/SCP1288	login Broad SCP; download h5ad/Seurat from study page	
C	SCP	SCP1290	Level 2	1	1	10.1093/nar/gkaf1484	h5ad/h5/Seurat (Single Cell Portal)	https://singlecell.broadinstitute.org/single_cell/study/SCP1290		data/SCP/SCP1290	login Broad SCP; download h5ad/Seurat from study page	
C	SCP	SCP1375	Level 2	8	8	10.1002/advs.202516178; 10.1038/s41467-023-44367-9; 10.1038/s41467-026-68500-6; 10.1038/s41588-026-02624-9; 10.1038/s41592-024-02410-7; 10.1038/s41592-026-03034-9; 10.1038/s42003-026-09923-1; 10.1101/gr.280532.125	h5ad/h5/Seurat (Single Cell Portal)	https://singlecell.broadinstitute.org/single_cell/study/SCP1375		data/SCP/SCP1375	login Broad SCP; download h5ad/Seurat from study page	
C	SCP	SCP1663	Level 2	2	2	10.1093/nar/gkad801; 10.1186/s13073-026-01634-w	h5ad/h5/Seurat (Single Cell Portal)	https://singlecell.broadinstitute.org/single_cell/study/SCP1663		data/SCP/SCP1663	login Broad SCP; download h5ad/Seurat from study page	
C	SCP	SCP1830	Level 2	6	6	10.1016/j.crmeth.2025.101205; 10.1016/j.isci.2024.109009; 10.1016/j.patter.2023.100915; 10.1038/s41467-026-68500-6; 10.1038/s41467-026-71759-4; 10.1038/s41592-024-02410-7	h5ad/h5/Seurat (Single Cell Portal)	https://singlecell.broadinstitute.org/single_cell/study/SCP1830		data/SCP/SCP1830	login Broad SCP; download h5ad/Seurat from study page	
C	SCP	SCP1835	Level 2	2	2	10.1038/s41467-026-70821-5; 10.1038/s41592-024-02410-7	h5ad/h5/Seurat (Single Cell Portal)	https://singlecell.broadinstitute.org/single_cell/study/SCP1835		data/SCP/SCP1835	login Broad SCP; download h5ad/Seurat from study page	
C	SCP	SCP2162	Level 2	1	1	10.1186/s13059-025-03637-z	h5ad/h5/Seurat (Single Cell Portal)	https://singlecell.broadinstitute.org/single_cell/study/SCP2162		data/SCP/SCP2162	login Broad SCP; download h5ad/Seurat from study page	
C	SCP	SCP2170	Level 2	1	1	10.1038/s41588-026-02624-9	h5ad/h5/Seurat (Single Cell Portal)	https://singlecell.broadinstitute.org/single_cell/study/SCP2170		data/SCP/SCP2170	login Broad SCP; download h5ad/Seurat from study page	
C	SCP	SCP2176	Level 2	1	1	10.1038/s41467-024-55204-y	h5ad/h5/Seurat (Single Cell Portal)	https://singlecell.broadinstitute.org/single_cell/study/SCP2176		data/SCP/SCP2176	login Broad SCP; download h5ad/Seurat from study page	
C	SCP	SCP2203	Level 2	1	1	10.1038/s41592-024-02410-7	h5ad/h5/Seurat (Single Cell Portal)	https://singlecell.broadinstitute.org/single_cell/study/SCP2203		data/SCP/SCP2203	login Broad SCP; download h5ad/Seurat from study page	
C	SCP	SCP2601	Level 2	1	1	10.1186/s13059-025-03637-z	h5ad/h5/Seurat (Single Cell Portal)	https://singlecell.broadinstitute.org/single_cell/study/SCP2601		data/SCP/SCP2601	login Broad SCP; download h5ad/Seurat from study page	
C	SCP	SCP3	Level 2	1	1	10.1186/s40104-025-01340-4	h5ad/h5/Seurat (Single Cell Portal)	https://singlecell.broadinstitute.org/single_cell/study/SCP3		data/SCP/SCP3	login Broad SCP; download h5ad/Seurat from study page	
C	SCP	SCP354	Level 2	7	7	10.1038/s41467-024-44835-w; 10.1038/s41467-026-69346-8; 10.1038/s42003-026-09898-z; 10.1093/bib/bbac475; 10.1093/nar/gkad801; 10.1186/s12864-024-11072-w; 10.1186/s13059-023-03145-y	h5ad/h5/Seurat (Single Cell Portal)	https://singlecell.broadinstitute.org/single_cell/study/SCP354		data/SCP/SCP354	login Broad SCP; download h5ad/Seurat from study page	
C	SCP	SCP420	Level 2	1	1	10.1093/bioinformatics/btaf554	h5ad/h5/Seurat (Single Cell Portal)	https://singlecell.broadinstitute.org/single_cell/study/SCP420		data/SCP/SCP420	login Broad SCP; download h5ad/Seurat from study page	
C	SCP	SCP815	Level 2	32	32	10.1002/advs.202413124; 10.1016/j.crmeth.2024.100831; 10.1016/j.csbj.2023.11.055; 10.1016/j.xgen.2024.100565; 10.1038/s41467-022-29439-6; 10.1038/s41467-022-31739-w; 10.1038/s41467-023-42343-x; 10.1038/s41467-023-44367-9; 10.1038/s41467-024-44835-w; 10.1038/s41467-025-62988-0; 10.1038/s41467-026-70069-z; 10.1038/s41588-026-02624-9; 10.1038/s41592-024-02463-8; 10.1038/s42003-024-07165-7; 10.1038/s42003-025-08015-w; 10.1038/s42003-025-08810-5; 10.1038/s42003-026-09841-2; 10.1093/bib/bbae257; 10.1093/bib/bbae259; 10.1093/nar/gkaf1484; 10.1126/sciadv.abq0990; 10.1186/s12864-024-11072-w; 10.1186/s13059-023-03145-y; 10.1186/s13059-024-03361-0; 10.1186/s13059-025-03636-0; 10.1186/s13059-025-03697-1; 10.1186/s13059-025-03895-x; 10.1186/s13073-025-01441-9; 10.1186/s13073-026-01634-w; 10.3390/cells12040604; 10.3390/genes17030310; 10.34133/research.0390	h5ad/h5/Seurat (Single Cell Portal)	https://singlecell.broadinstitute.org/single_cell/study/SCP815		data/SCP/SCP815	login Broad SCP; download h5ad/Seurat from study page	
C	SCP	SCP948	Level 2	4	4	10.1038/s41467-026-70069-z; 10.1093/bib/bbae250; 10.1093/nsr/nwaf030; 10.1186/s12859-024-06003-1	h5ad/h5/Seurat	https://singlecell.broadinstitute.org/single_cell/study/SCP948		data/SCP/SCP948	login Broad SCP; download h5ad/Seurat from study page	
C	SCP	SCP979	Level 2	1	1	10.1186/s13059-023-03145-y	h5ad/h5/Seurat (Single Cell Portal)	https://singlecell.broadinstitute.org/single_cell/study/SCP979		data/SCP/SCP979	login Broad SCP; download h5ad/Seurat from study page	
B	STDS	STDS0000018	Level 2	1	1	10.1101/gr.280584.125	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000018		data/STDS/STDS0000018	login CNGBdb; download gef/h5ad from dataset page	
B	STDS	STDS0000021	Level 2	1	1	10.1101/gr.280584.125	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000021		data/STDS/STDS0000021	login CNGBdb; download gef/h5ad from dataset page	
B	STDS	STDS0000052	Level 2	1	1	10.1101/gr.280584.125	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000052		data/STDS/STDS0000052	login CNGBdb; download gef/h5ad from dataset page	
B	STDS	STDS0000056	Level 2	120	3	10.1016/j.crmeth.2026.101373; 10.1093/bib/bbaf644; 10.1371/journal.pcbi.1014346	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000056		data/STDS/STDS0000056	login CNGBdb; download gef/h5ad from dataset page	
B	STDS	STDS0000057	Level 2	60	3	10.1038/s41467-023-37168-7; 10.1093/nar/gkaf1484; 10.1371/journal.pcbi.1013354	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000057		data/STDS/STDS0000057	login CNGBdb; download gef/h5ad from dataset page	
B	STDS	STDS0000058	Level 2	1610	23	10.1016/j.cell.2022.10.021; 10.1038/s41420-023-01569-w; 10.1038/s41467-023-40155-7; 10.1038/s41467-023-42343-x; 10.1038/s41467-023-44367-9; 10.1038/s41467-025-61476-9; 10.1038/s41467-025-64867-0; 10.1038/s41586-025-08757-x; 10.1038/s41592-024-02463-8; 10.1038/s42003-025-07965-5; 10.1038/s42003-025-08015-w; 10.1038/s42003-025-08502-0; 10.1038/s42003-026-09841-2; 10.1093/bib/bbaf644; 10.1093/bioinformatics/btae466; 10.1093/gigascience/giad097; 10.1093/gigascience/giae042; 10.1093/nar/gkad801; 10.1093/nar/gkad933; 10.1101/gr.280532.125; 10.1186/s13059-025-03697-1; 10.1186/s13059-025-03895-x; 10.3390/cells12040604	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000058		data/STDS/STDS0000058	login CNGBdb; download gef/h5ad from dataset page	
B	STDS	STDS0000060	Level 2	5	1	10.1038/s41467-024-51935-0	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000060		data/STDS/STDS0000060	login CNGBdb; download gef/h5ad from dataset page	
B	STDS	STDS0000062	Level 2	3	1	10.3389/fgene.2022.858808	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000062		data/STDS/STDS0000062	login CNGBdb; download gef/h5ad from dataset page	
B	STDS	STDS0000104	Level 2	30	1	10.1038/s41598-026-44501-9	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000104		data/STDS/STDS0000104	login CNGBdb; download gef/h5ad from dataset page	
B	STDS	STDS0000139	Level 2	2	1	10.3389/fcell.2022.878346	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000139		data/STDS/STDS0000139	login CNGBdb; download gef/h5ad from dataset page	
B	STDS	STDS0000140	Level 2	1	1	10.1038/s41467-022-34413-3	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000140		data/STDS/STDS0000140	login CNGBdb; download gef/h5ad from dataset page	
B	STDS	STDS0000149	Level 2	3	1	10.1093/bioinformatics/btae663	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000149		data/STDS/STDS0000149	login CNGBdb; download gef/h5ad from dataset page	
B	STDS	STDS0000172	Level 2	60	1	10.1002/imt2.70084	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000172		data/STDS/STDS0000172	login CNGBdb; download gef/h5ad from dataset page	
B	STDS	STDS0000218	Level 2	8	1	10.1101/gr.280584.125	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000218		data/STDS/STDS0000218	login CNGBdb; download gef/h5ad from dataset page	
B	STDS	STDS0000227	Level 2	1	1	10.1038/s42003-024-07037-0	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000227		data/STDS/STDS0000227	login CNGBdb; download gef/h5ad from dataset page	
B	STDS	STDS0000234	Level 2	1	1	10.1186/s13059-025-03630-6	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000234		data/STDS/STDS0000234	login CNGBdb; download gef/h5ad from dataset page	
B	STDS	STDS0000242	Level 2	1	1	10.1038/s41467-025-62793-9	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000242		data/STDS/STDS0000242	login CNGBdb; download gef/h5ad from dataset page	
B	STDS	STDS0000243	Level 2	1	1	10.1038/s41422-026-01246-4	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000243		data/STDS/STDS0000243	login CNGBdb; download gef/h5ad from dataset page	
B	STDS	STDS0000249	Level 2	1	1	10.1038/s41467-025-67492-z	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000249		data/STDS/STDS0000249	login CNGBdb; download gef/h5ad from dataset page	
B	STDS	STDS0000377	Level 2	2	1	10.1073/pnas.2511701122	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000377		data/STDS/STDS0000377	login CNGBdb; download gef/h5ad from dataset page	
B	STDS	STDS0000390	Level 2	8	1	10.1126/sciadv.aed1407	gef/h5ad/matrix (STOmics processed)	https://db.cngb.org/stomics/datasets/STDS0000390		data/STDS/STDS0000390	login CNGBdb; download gef/h5ad from dataset page	
